sen_coding,votes
Legitimering is het ad nauseum herhaalde 'Wilders zegt dat kunst een linkse hobby is'.,0.0
Pakt Jamaica nu eindelijk die gouden medaille?,2.0
De brieven zijn geschreven door zijn ouders en dus belangrijk voor hem.,0.0
BNNVARA wilde deze GroenLinks-film over GroenLinks-leider Klaver... gemaakt door een medewerker van GroenLinks gaan uitzenden.,0.0
Ook over de toekomst.,0.0
"De bankier wordt een betaalapp en verdwijnt dus, of hij wordt de ontwikkelaar van lokale munten met Bitcoin-achtige technologie, die tegelijkertijd nieuwe Libor-fraudes voorkomt.",0.0
"Je moet keihard remmen, er rijdt een auto tegen je aan, je hebt twee krijsende kinderen op de achterbank.",0.0
Sport vindt deze regering belangrijk.,0.0
"Ja, dank je.",2.0
Maar dat is niet genoeg zeggen veel mensen.,0.0
"Nu de wet is goedgekeurd kan president Trump hem ondertekenen, waarschijnlijk nog voor Kerstmis.",0.0
Veel mensen zijn enorm verdrietig en geschrokken van de schietpartij.,0.0
"Daarom mag je niet alleen zien wat iemand gelooft, dus geen keppeltjes, kruisjes of hoofddoeken.",0.0
De man die gisteren de ruiten insloeg van een koosjer restaurant in Amsterdam... blijft voorlopig nog vastzitten.,0.0
"Als kind al, sinds zijn eerste bezoek aan de Efteling... had Romesh een droom: achtbaanbouwer worden.",0.0
Toen begonnen ze allemaal zo te doen.,0.0
Het is belangrijk dat al die mensen voor zichzelf mogen bepalen hoe ze eruit zien.,1.0
Eh... ZE MAAKT PIEP-GELUIDJES Ik kan het niet nadoen.,0.0
Of er wordt veel beter gecontroleerd wat distributeurs echt beweren... ...en ze worden ook beter opgeleid in wat mag en wat niet mag.,1.0
En zover is het voorlopig nog niet.,0.0
Het doet heel veel pijn.,1.0
Zij was het laagste in rang.,0.0
Een groot deel van de dag blijft het droog.,0.0
We willen eerst weten wat er precies met hem aan de hand is.,0.0
"Het resultaat was zo grappig, dat anderen het na gingen doen.",0.0
"Want, er wonen dan wel geen mensen; Griend is heel belangrijk voor veel vogelsoorten.",0.0
De politie heeft nog geen idee waarom de man zoiets verschrikkelijks deed.,0.0
"Geef liever huisvesting, zorg en onderwijs terug aan de burgers.",1.0
Om je een idee te geven: anorexia nervosa is al veel langer een erkende ziekte.,0.0
"Straks hebben we hierover nog een stelling, maar eerst ander nieuws.",0.0
Andy het is je gelukt!,0.0
"O, wat zijn ze effectief!",1.0
"Je kunt er bijna niet omheen, het is Black Friday.",0.0
Ze zijn op de vlucht voor oorlog en geweld.,0.0
De leden van de Poolse Tweede Kamer zijn al tijden bezig met het veranderen van de wet.,0.0
De rest doet dat niet.,0.0
"Ja, ik heb schijt aan alles.",1.0
De laatste jaren ging het bergafwaarts met de zanger.,0.0
Zijn tegenstander is Raila Odinga.,0.0
Kunnen we dat nog eens zien?,2.0
Of de partij van Maduro wint.,2.0
De foto 's stonden in het Franse roddelblad Closer.,0.0
'Hoe moet ik het gesprek aangaan morgen bij de ontbijttafel?,2.0
Maar er ligt wel meer vlees in de winkel dat geen vlees is.,0.0
Waarom moet ik als student dit onder de aandacht brengen?,2.0
"Voor de mensen in Dokkum, voor de demonstranten.",0.0
In Nederland hebben we dat bijvoorbeeld niet.,0.0
Ze zeggen: 50 kanalen en duizenden video 's heeft YouTube inmiddels verwijderd.,0.0
"Er zijn serieuze mensen, hoogleraren zoals Kroonenberg, Singer, Lindzen, die zich opwerpen als wetenschappelijke twijfelaars aan de dogma's van de alarmisten maar die door politici worden afgedaan als: ach, er zijn altijd dwarsliggers.",1.0
Dat wilde Kelvin wel aan Noah leren.,0.0
En daar zijn andere spelers soms best jaloers op.,0.0
Denk je dat het leuk is voor kinderen?,2.0
"De afspraak is minstens 1 uur per week, vanaf groep 7.",0.0
"Kinderen kwamen blanco ter wereld en als je meisjes een brandweerwagentje gaf en jongetjes uit de buurt hield van pistooltjes, kwam die brave new world zonder vooroordelen over hoe mannen en vrouwen in elkaar zaten, er vanzelf aan.",1.0
"Het Nederlands elftal doet niet mee aan het WK, dat weten we nu al een tijdje.",0.0
Bij wie ligt nu de bewijslast?,2.0
"Dat hoeft niet meer, Alexander, die Whatsapp is al verstuurd!",0.0
Een arrestatieteam kon de man oppakken en heeft hem meegenomen.,0.0
De fusiegesprekken tussen verffabrikant AkzoNobel en het Amerikaanse Axalta zijn gestopt.,0.0
Flinke schade door de aanhoudende regen in Tibet.,0.0
Eerst jullie: Wat doen kinderen op zo 'n vrije dinsdag?,2.0
Het evenement wil aandacht vragen voor de situatie van lhbti 'ers in landen... waar homoseksualiteit volgens de wet nog strafbaar is.,0.0
- - Te koop: Duits dorpje te koop.,0.0
Je krijgt het boek van Janneke cadea als je voor minstens 10 euro een boe koopt tijdens de Kinderboekenweek.,0.0
Dat blijkt uit onderzoek.,0.0
Onderzoekers van de Universiteit van Amsterdam... zeggen dat meer kinderen op de basisschool hier les in moeten krijgen.,0.0
Ook sommige vertrekkende vliegtuigen vertrokken van een andere luchthaven.,0.0
Dat oordeelt de Raad van State.,0.0
Dat hogedrukgebied blijft een beetje liggen.,0.0
Ik ben wel aan het zoeken.,0.0
"Koud of niet, het ziet er prachtig uit.",1.0
"Ze krijgen bijvoorbeeld computerles, Chinees of wiskunde.",0.0
"Ja, de meesters hier vinden thuiszitten dus geen goed idee.",0.0
"O, daar een val in de afdaling, van Chantal Blaak.",0.0
Als ze bijvoorbeeld op wintersport gaan... dan krijgt hij echt wel een lekker warme broek aan.,0.0
Heel veel mensen vinden het leuk om met elkaar te rijden en winkels te overvallen.,0.0
Ik denk wel dat zo 'n kaartje even een boost geeft.,1.0
In Colombia heeft de politie 12.000 kilo drugs gevonden.,0.0
Vorig jaar registreerde de politie bijna 930.000 misdrijven.,0.0
"Straks: Superblij is hij, want hij heeft een grote prijs gewonnen met een kraslot.",0.0
Deze twee astronauten van het ruimtestation ISS hadden een leuk klusje.,0.0
Na acht lange jaren is er eindelijk rechtvaardigheid in mijn rechtszaak gekomen.,0.0
"In het jaar 2000 werden nog 5,6 miljard brieven en kaarten verstuurd Vorig jaar waren dat er nog maar 2,2 miljard.",0.0
De sportlessen helpen om daarmee om te gaan en meer zelfvertrouwen te krijgen.,0.0
De gigantische wachtrijen langs de straten.,0.0
Ik voelde me niet echt beledigd of zo.,1.0
Friese actievoerders wilden niet dat de intocht van de Sint zou worden verstoord.,0.0
Ze kwamen onlangs met het rapport over het salafisme met dit schema van de Nederlandse moslims.,0.0
Zestig daarvan gaven antwoord.,0.0
"Milou, heb je al bekende schrijvers kunnen spotten?",2.0
Na het debat is Mark Rutte aangesteld als formateur.,0.0
Andere opties zijn duurdere postzegels en minder bezorgdagen.,0.0
De Spaanse regering hoopt dat er gestemd wordt... op tegenstanders van de onafhankelijkheid.,0.0
En er hoort een pikante videoclip bij.,0.0
Minister Kamp vindt dat er belangrijke dingen moeten veranderen... om de postbezorging betaalbaar te houden.,0.0
Kan iemand open doen?!,2.0
GELACH EN APPLAUS Ik ben het niet geworden.,0.0
"Rondom het huis liggen zandzakken, om het water tegen te houden.",0.0
Maar dit is dus kunstgras... en dit is echt gras.,0.0
Er was vandaag een overleg waarin de partijen hoopten eindelijk tot een oplossing te komen... maar dat is niet gelukt.,0.0
De zon schijnt af en toe en het wordt 20 graden.,0.0
Met wie is het soms het meest lastig?,2.0
"Hij rent op het doel af, passeert de keeper en mist.",0.0
Ik was wel benieuwd wat Maan daar eigenlijk zelf van vindt dus hebben we d 'r even gebeld.,1.0
Naast haar mooie kostuum heeft haar vader iets in elkaar geknutseld.,0.0
Per dag worden er ruim 300 dingen gevonden.,0.0
"Een leeuw die een van zijn groepsgenoten doodt, dat is natuurlijk heftig.",1.0
"Om leniger te worden, is het vooral belangrijk om heel veel buiten te spelen... maar als de spieren wat kort zijn, kun je dat ook oefenen met korte, losse oefeningen.",0.0
Na 9 maanden van gevechten en bombardementen.,0.0
"Zondag is een dag waarop ook sneeuw gaat vallen. """,0.0
"Twee van hen werden snel gered, twee anderen kwamen om het leven.",0.0
"Amsterdam won dus, maar Milaan had het EMA ook willen hebben.",0.0
De gewone juf of meester geeft het en er komt ook vaak een speciale 'stiltejuf ' naar school.,0.0
Zullen we langs de gemeente gaan?,2.0
Maar of hem dat morgen weer lukt is nog maar de vraag.,1.0
De Nederlandse hockeyvrouwen staan in de finale... van een belangrijk toernooi in Nieuw-Zeeland.,0.0
Maar hoe voor lang daar verschillen de meningen over.,0.0
Maar bij de apotheek loopt het allemaal door elkaar.,0.0
Ik probeer wel alvast een standbeeld te worden.,0.0
Het past in hun linkse vooroordelen en dus is het waar.,0.0
"Het heet ook 'special tag ', dus dat is voor speciale mensen.",0.0
Eigenlijk heb ik die vraag al beantwoord.,0.0
Zes grote hijskranen zijn ervoor nodig... om de eik naar z 'n nieuwe plek te brengen.,0.0
"Als ik een dag niet online ben, zijn het er soms in de duizend.",0.0
"Over de hele wereld raken mensen elkaar kwijt, door oorlog of bijvoorbeeld een natuurramp.",0.0
"Ook mooi, toch?",1.0
Zij gaan binnen een paar dagen ook dood.,0.0
En als ze bij de huisarts aankloppen is dat vaak niet in eerste instantie voor de eetbuien.,0.0
"In 5 dagen tijd leerden ze een scrip schrijven, filmen en monteren.",0.0
"En dan denk je: Is het na Halbe Zijlstra, Doekele Terpstra en Tjibbe Joustra niet een keer klaar?!",1.0
Als wij ook vrij zijn en zij zijn vrij en ze gaan toch niks doen... dan kan je toch beter gewoon naar school komen.,1.0
Morgen neemt die bewolking nog verder toe en dan gaat er ook regen uit vallen.,0.0
"Nul, nul, niks.",2.0
Let op wat er gebeurt met die rozijntjes.,2.0
Op je rug terug.,2.0
Je hoeft niet elk moment van de dag te roken.,1.0
"Ja, kap eens.",2.0
De rit wordt georganiseerd om kinderen even te laten vergeten dat ze ziek zijn.,0.0
Nederland heeft niet het niveau... van de laatste twee grote toernooien.,0.0
Wat denk je dan?,2.0
"Soms betekende dit een plan waarbij het kind met speciale hulp op de basisschool extra werd geholpen, soms betekende dit een verwijzing naar een andere vorm van onderwijs.",0.0
De kamerleden van de vier fracties lezen het voorstel.,0.0
"Wat vind jij, is Rusland de terechte winnaar van het junior songfestival?",2.0
De VS heeft hier elk krediet verspeeld.,0.0
"Domien, Sander en Angelique!",2.0
En vaak lukt dat.,0.0
Daar hebben jullie vast spannende dingen mee gedaan.,0.0
Ik had gewoon te weinig tijd!!,0.0
Maar je kan je voorstellen: dat ligt gevoelig.,1.0
Iedereen ging de hele tijd aan je zitten en wilde allemaal knuffels en zo.,0.0
Zwarte Piet hoeft niet.,0.0
Dat moet hem dit weekend helpen weer een stapje verder te komen op het WK darts in Londen.,0.0
"Anderen gaan er op zijn Nigel de Jongs in: SP-bolwerk Boxmeer staat op de tweede plaats van het lijstje hakkers, met maar liefst 30 procent minder naar kunst.",0.0
Een schip met honderd onderzoekers aan boord is vertrokken vanaf eiland Texel.,0.0
Inburgering maakt alleen kans bij strenge controle op naleving en helderheid over sancties.,0.0
Een gebouw of stadion dat wordt gesloopt met explosieven.,0.0
Het is niet heel heftig wat er gebeurt.,1.0
Oud PvdA-leider Job Cohen heeft jaren met roemer samengewerkt.,0.0
De stad is eindelijk bevrijd van de terreurgroep IS.,0.0
"Als je iets voor de eerste keer doet, ben je altijd wel zenuwachtig.",1.0
Dat betekent dat hij de komende vijf jaar nog onder toezicht van de gevangenis staat.,0.0
1000 euro voor 40 vierkante meter... ...of 1200 euro... ...of 1500 euro.,0.0
"Ze waren er niet, vanwege het Offerfeest.",0.0
"Heel veel mensen vinden dat niet eerlijk, die reactie.",0.0
De vluchtelingen zijn bang dat ze het niet overleven als ze in hun Myanmar blijven.,0.0
De fracties mogen nog kleine wijzigingen voorstellen.,0.0
"Je kunt dus niet zeggen: ik ga op een andere plek, hetzelfde werk doen, want er is simpelweg geen andere plek.",0.0
"Het beeld is van Rodin, een bekende kunstenaar van vroeger.",0.0
Want die zijn dan geen fan.,0.0
Dus het zijn echt hele grote bedragen... waar niemand zich iets bij kan voorstellen.,0.0
En wij hebben onze helikopterredactie naar die helikopters laten kijken.,0.0
Bij jou binnen ziet het er vrij rustig uit.,0.0
Een bizarre botsing bij Heerhugowaard.,0.0
Wat is er aan de hand?,2.0
"Het maakt me eigenlijk niet uit, maar het zou natuurlijk leuk zijn... om Noorwegen een keer te verslaan.",1.0
Froome wordt niet meteen geschorst.,0.0
Maar het is eigenlijk niet Freek Vonk.,0.0
Die kan je niet zomaar rond laten lopen.,0.0
Ze was een van de duizenden leraren die voor de zomervakantie meedeed aan een actiedag.,0.0
"Op veel scholen is 't vandaag feest, omdat de Sint er komt of is geweest.",0.0
En bewezen dat onderzoeksgeld goed terechtkomt.,0.0
Maar dat moet allemaal gemaakt worden.,0.0
Zo is in veel gezinnen niet zeker of er wel eten op tafel komt.,0.0
Het was echt pakken wat je pakken kan.,0.0
"En er zijn miljoenen nodig, om alles wat kapot is te maken.",0.0
Vanmiddag wordt het hooguit 15 tot 18 graden.,0.0
Zullen we nog een foto maken.,0.0
"Vorig jaar heb ik het ook gedaan, maar ik ben niet echt heel handig.",0.0
Maar de eerste plek is dus voor Max Verstappen.,0.0
"Noem het chaos, zelforganiserend.",2.0
"Op je vrije middag niet voetballen, gamen of buiten spelen... maar ouderen helpen in het verzorgingshuis.",2.0
Zo ontstond de ‘integrale aanpak’ van criminaliteit.,0.0
Ik denk dat het wel beter uitgegeven kan worden.,1.0
"Vrouwen lijken niet te kiezen voor een zwaar gehandicapt kind, maar voor een abortus.",0.0
Tijdens de show vlogen stuntmannen door de zaal.,0.0
Er blijven er 1000 over.,0.0
Het AD roept op tot een Sinterklaas-bestand.,0.0
Uit onderzoek blijkt dat bijna een miljoen oudere mensen zich wel eens eenzaam voelt.,0.0
"Het verbeterende klimaat zal gebruikt moeten worden om de onvrede die sinds de crisis rees, terug te dringen.",1.0
De laatste wedstrijd van de all-time topscorer van Oranje is bijna 2 jaar geleden tegen Tsjechie.,0.0
"Wie nu geen rem zet op tribale onruststokers in asielcentra, verliest alle autoriteit.",1.0
"En dat is logisch, want het is de bondscoach niet geluk om met Oranje het WK te halen.",0.0
Geen WK medaille voor Sifan Hassan vanavond op de 1500 meter in Londen.,0.0
De verwachting is dat het over 30 jaar helemaal dicht is.,0.0
35 reclameborden op een station hebben geheime camera 's.,0.0
Sasha werd namelijk terug gevonden in de tuin!,0.0
Je wordt eigenlijk helemaal gek.,1.0
En je hebt niemand in de buurt die je even een peptalk geeft.,0.0
Het hele gezin is dit jaar wezen kijken bij de plek waar Sam in Turkije is opgevangen.,0.0
Ze stonden In Utrecht voor zo 'n 12500 uitzinnige voetbalfans.,0.0
"Ik ga nog even verder zoeken, doei!",0.0
Inwoners moeten daarom zoveel mogelijk binnen blijven.,0.0
En lopen er schorpioenen rond in Leidschendam?,0.0
Nou... APPLAUS Idee van die man.,0.0
In de rest van het land blijft het doorgaan.,0.0
Hij is aan de achterkant het gebouw binnengaan.,0.0
"Zoals deze man, hij is een winkeltje begonnen.",0.0
Wij hebben nog een kindervraag.,0.0
Het was niet het hele jaar zo.,0.0
Ook zijn er flinke verschillen tussen verschillende juffen en meesters.,0.0
Duidelijk dat mensen in de helikopter geval erg deden alsof ze tegen de regering waren.,0.0
Wie zich in asielcentra misdraagt moet achter de tralies en niet beloond worden met aanpassing aan zijn intolerantie.,0.0
"Deze kinderen worden regelmatig nageroepen: Dan roepen ze mandarijn, ginger, sinaasappel, tomaat, wortel.",0.0
Met grote ogen vraagt Lucas of hij zijn pootjes mag opwarmen bij het haardvuur.,0.0
De mannen van het Nederlands Elftal moeten hoe dan ook nog aan de bak.,0.0
Hoog bezoek voor Sint-Maarten.,0.0
"Vuurwerk dat omvalt, niet knalt, of verkeerd ontploft is onveilig en mag dus niet naar de winkel.",0.0
En heeft zichzelf buitenspel gezet.,0.0
"Die onervarenheid in de Haagse arena, maakt dat haar positie niet kwetsbaar?",1.0
Dat zou leuk zijn.,1.0
"Niet alleen daar, maar wereldwijd.",0.0
"Zoals een onrealistische werkdruk, geen ruimte om kritische vragen te stellen... ...pesten, intimidatie of uitsluiting en dat iemand anders credits krijgt voor hún werk.",1.0
"Hij heeft een stok, hij heeft een hoed, hij heeft krullig haar.",0.0
"U kijkt altijd zo boos, tijdens een wedstrijd.",0.0
In de eerste fase wordt de computer geïnfecteerd.,0.0
"Omdat die andere leeuwinnen baziger zijn.. dan het vrouwtje dat nu gedood is, verwachten de dierenverzorgers dat dat wel goed gaat.",0.0
Maar niet voor iedereen.,0.0
Gaat er dan nu talent verloren?,2.0
Dat bepaal je met je partijleden.,0.0
De Hoeksteen in Bussum ook niet.,0.0
We gaan de vinger goed aan de pols houden.,0.0
'Waarom zou je dat doen?,2.0
Geld eisen en innen.,0.0
Hij ziet de markt overspoeld door rijke Nederlanders... waardoor arme Bonarianen geen eerlijke kans meer hebben om te concurreren.,0.0
Op het Kinderboekenbal wordt de Gouden Griffel uitgereikt aan het beste Nederlandse kinderboek van afgelopen jaar.,0.0
"En dat is lastig, want veel inwoners van Bali verdienen hun geld met toerisme.",0.0
Het verblijf van de dieren werd geopend door de leider van het land: Angela Merkel.,0.0
Zanger en Radio-deejay worden.,0.0
"In Nederland zijn ze nog niet heel bekend, maar in de Verenigde Staten is dat wel anders.",0.0
De Brexit-buit is binnen!,0.0
Bussen vol toeristen zorgen daar namelijk veel verkeersoverlast.,0.0
Een keer was er iemand hier die werd uitgescholden en hij was heel verdrietig geworden.,0.0
Dat gaat een beetje knagen.,1.0
"Dan weet ik ook hoe ik mezelf kan verdedigen, en het is gewoon leuk.",1.0
Op 1 november maken ze de uitslag daarvan bekend... en weten we dus of het referendum doorgaat.,0.0
Bekend en onbekend Nederland leeft mee.,0.0
De jongens willen dat tegenhouden en Laura ging naar ze toe om te helpen.,0.0
"Op school, in het gemeentehuis of op een bijzondere plek als het museum.",0.0
"Nee, ik durf echt niet.",1.0
"Ik vond het zo indrukwekkend, omdat jer onderdoor kunt lopen... en die trein valt er niet af.",1.0
"Nee, maar echt.",1.0
En daardoor krijgen ze langzaam meer vertrouwen in een fijne toekomst.,0.0
Ik kan het uitleggen.,0.0
Op de 110 meter horden.,0.0
"Onze grootste concurrent is Malta, omdat ik denk... Ja, hij is gewoon klein en schattig en kan goed zingen.",1.0
"Het is 5 december, dat vinden we fijn.",1.0
"""Zo werkt onze sociale martkeconomie"", zei Merkel dit weekend nog maar eens.",0.0
"Werkgevers in de techniek, de zorg en het onderwijs... krijgen het komende jaren moeilijk om genoeg personeel te vinden.",0.0
De Argentijnse justitie heeft tot begin maart om in beroep te gaan... maar Poch mag die beslissing in Nederland afwachten.,0.0
"Leuk is anders, maar... ...we gaan inpakken.",1.0
En waar Wageningen en andere onderwijsinstellingen veruit het meeste geld in steken... ...is intensiever en kleinschalig onderwijs.,0.0
In dit kamp kunnen kinderen weer naar school.,0.0
Als je op een protestants-christelijke school zit dan heb je er vandaag zeker iets over gehoord.,0.0
Zij zijn naar het ziekenhuis gebracht.,0.0
Een natuurkundeboek om precies te zijn.,0.0
We zagen al dat hoveniers hier mee te maken hebben... ...maar ook voor baggeraars geldt dit.,0.0
Hij heeft weinig strafbaars gedaan.,0.0
"Dit zegt natuurlijk niet alles, want er zijn nog veel meer plekken waar je stage kan lopen.",0.0
Door de overwinning is het bijna zeker... dat de mannen in februari op dit onderdeel mee mogen doen aan de Olympische Winterspelen.,0.0
Als ik een aantal mensen uit bovenstaand rijtje af-mail en vraag: 'wat is uw bron?',2.0
Gamen is misschien wel het populairste tijdverdrijf onder kinderen.,0.0
"Zorg goed voor de stad en voor elkaar, had Van der Laan zijn burgers en zijn raad meegegeven Eberhard, dat gaan we doen.",0.0
"Wat je om je heen ziet en het geluid dat je hoort, dat is allemaal natuurkunde.",0.0
"En dat broodje... ik moet je eerlijk zeggen, daar was ik ook wel door verrast.",1.0
Het is altijd goed om te stoppen.,1.0
"Als je dan te horen krijgt dat ze is overleden, is dat wel heel jammer.",1.0
Hij besloot zelf op te stappen.,0.0
Het water is wel vrijwel vlak.,0.0
U bent er wel voor.,0.0
Maar pas echt eng wordt het bij zachte G nummer 3.,1.0
"Ja, dit stond deze week in de krant.",0.0
Zij discrimineren de Rohingya en zeggen dat moslims niet thuis horen in Myanmar.,0.0
"Puur uitvoerende beroepen verdwijnen, de middelmaat verdwijnt.",0.0
En daar willen wij toch even bij stilstaan.,0.0
Precies 50 jaar geleden kreeg iemand voor het eerst een hart van een persoon die overleden was.,0.0
Het Nederlands Israelitisch Kerkgenootschap noemt het inslaan van de ruiten... niets minder dan een daad van terreur... waarmee de hele Joodse gemeenschap wordt getroffen.,0.0
Daar zagen zijn passie.,0.0
"Het weer: Van tijd tot tijd regen, maar in de loop van de dag... wordt het droger en klaart het in het noordwesten weer wat op.",0.0
Zanger Waylon gaat voor Nederland naar het Songfestival!,0.0
Met 18 goals voor en nul tegen kunnen ze nu trots naar huis.,0.0
En zo ziet die bisschopsmuts eruit.,0.0
Dat doen boswachters in heel Nederland donderdag om mensen meer te leren over de natuur.,0.0
"De straten van Mumbai, waar het normaal gesproken krioelt van de mensen, zijn helemaal ondergelopen.",0.0
En zoals verwacht is die niet mals.,0.0
Vier procent doet dat elke week.,0.0
Dan komt er ook nog extra geld voor toeslagen om de lage inkomens extra te steunen.,0.0
Ook zij vinden dat iedereen moet kunnen trouwen met wie die wil.,0.0
En ik zou zeker kijken als ik jou was.,1.0
VN wil staakt-het-vuren in Jemen.,0.0
In China is een nieuw mega-eng wandelpad.,0.0
Op zondag hebben wij een interview met komiek en presentator Jandino.,0.0
"Nu is het gelukkig nog niet zover dat in Nederland het gepeupel door de straten dendert, op zoek naar wraak uit onvrede over de miljarden van de allerrijksten.",1.0
"'Quick fixes' als CO2-filters en spiegels in de woestijn leiden ertoe dat vervuilers het nooit leren, waarschuwt Huub Dijstelbloem.",0.0
Scheelt mij weer werk.,0.0
Een heel raar feest.,1.0
Wil je met me spelen?,2.0
Bangladesh heeft in nog geen 2 weken tijd zo 'n 120.000 vluchtelingen uit Myanmar opgevangen.,0.0
"Hallo Arjen, wil je ooit nog eens bij FC Groningen gaan spelen?",2.0
"Dat je tegen niemand kan praten, dat is niks.",1.0
Afgelopen herfst sprak de Tweede Kamer zich met een grote meerderheid uit vóór het sluiten van kolencentrales om de uitstoot van broeikasgassen te reduceren.,0.0
"Nu vind ik het normaal, maar vroeger dacht ik: Waarom vraag je dat aan mij?",1.0
"Ze halen vuilnisbakken overhoop, op zoek naar iets lekkers.",0.0
Dat wil je voorkomen.,1.0
"Volgens het Ministerie van Onderwijs kunnen uni's en hogescholen daardoor... ...in vijf jaar flink investeren in beter onderwijs: 2,3 miljard euro.",0.0
"Jazeker, al de hele dag is Utrecht oranje gekleurd.",0.0
En nu in het derde jaar is het gewoon mijn woonkamer.,0.0
Het wordt gewoon heel erg lastig voor ze.,1.0
En dat betekent dat er snel kan worden gegeten.,0.0
"De chaos die op deze steeds slechter functionerende markt ontstaat, is het gevolg van het ontbreken van een coherent overheidsbeleid.",1.0
Daarna gaan ze het misschien ook in andere steden doen.,0.0
Hij heeft geen al te beste gezondheid.,0.0
Al de hele week is er gedoe over minister Jeanine Hennis van Defensie.,0.0
Bij de herdenking waren ook Democratische politici aanwezig.,0.0
Het is een kindje van ongeveer vijf jaar.,0.0
Zo komt het voor dat spullen niet worden bezorgd.,0.0
"Nou, ken je animatiefilmpje van spinnetje Lucas nog?",0.0
"Wat als geintje begint, verspreidt zich binnen een paar uur onder tienduizenden internetgebruikers.",0.0
Zit jou ook iets dwars?,2.0
"Soms ook Nederlandssprekend, dus het best wel een groot businessmodel.",0.0
"Bijvoorbeeld deze familie, die ging verkleed als de Incredibles Deze vader toverde zichzelf en zijn kinderen om tot Harry Potter- familie.",0.0
De leukste heb ik voor je verzameld.,1.0
En wanneer daar iets gebeurt wat niet hoort en je kunt het niet aankaarten... ...dan heeft het zeker invloed op wat er uiteindelijk uitkomt.,1.0
En sommige kinderen blijven nog een jaartje langer in groep 8.,0.0
Er leven best veel beestjes in de bomen.,0.0
"Politici discussieren of Jeanine Hennis minister mag blijven, of moet stoppen.",0.0
"Dat is hard nodig, want veel gezinnen zijn door de orkaan alles kwijtgeraakt... en hebben geen geld voor eten.",0.0
Hoe ben je ontdekt?,2.0
"Even schudden, erin klimmen of flink indeuken.",2.0
En dit is het enige exemplaar in Nederland: Vanaf komende vrijdag is perspectiefkast te zien in museum Bredius.,0.0
De onderhandelingen over een nieuwe regering zijn vastgelopen.,0.0
Maar die doos is volledig recht.,0.0
Ik vermoed dat wij geen grote wijzigingen hebben.,0.0
Het bereikte nog nooit de kwartfinales.,0.0
Deze Argentijnse jongen slikte per ongeluk een toeter in... die vast kwam te zitten in zijn luchtpijp.,0.0
Vorig jaar waren er veel ruzies en vernielingen in Rotterdam tijdens de jaarwisseling.,0.0
Daar praten politici over op een grote klimaatvergadering in de Duitse stad Bonn.,0.0
Op deze manier willen ze hem bedanken.,0.0
"Dit stond helemaal vol, Mike?",2.0
Dus voor iedere Grand Prix tientallen miljoenen.,0.0
Doordeweeks houdt de meerderheid het op minder dan een uur per dag.,0.0
Ze mogen ook de tent verbouwen als ze willen.,0.0
Je moet heel veel stappen ervoor zetten.,0.0
Ik kreeg gewoon echt een brok in mijn keel.,1.0
Dikke kans dat ook jij aan de surprise hebt gewerkt.,0.0
Ben je diehard-fan en wil je dat alles een verrassing blijft?,2.0
Denk je dat volwassenen jou echt serieus zouden nemen?,1.0
Toch is er wat de lonen betreft hoop.,0.0
Op de derde plek: Ronnie Flex met zijn nummer Energie.,0.0
"Zo blijft Nederland op voorsprong, maar het is weer spannend.",0.0
"Het gaat er heftig aan toe, er wordt flink geknokt.",0.0
De supermarkt 'wint ' hiermee het Gouden Windei.,0.0
Het hele stadion en de fans.,0.0
Kilometer na kilometer opgepoetst staal dat dicht op elkaar naar voren kruipt.,0.0
Daar hebben ze wat op bedacht: Havik Pluto.,0.0
"Tom, mag ik een plaatje?",2.0
En dan voelen ze zich vrolijker.,0.0
In een dierentuin in Duitsland kun je vanaf vandaag ook reuzenpanda 's bekijken.,0.0
Kinderen vertellen wat zij aan deze speciale oefeningen hebben.,0.0
APPLAUS EN GEJUICH Goedenavond!,2.0
"Misschien een iets grotere rol, niet per se als figurant.",0.0
Er is ruim 9000 keer gestemd en bijna iedereen vindt het asociaal.,0.0
"We kapen die bus, we doen Belgen-kleren aan... en we rijden ongemerkt naar het WK.",0.0
"Een dag uit zodat z 'n ogen kunnen rusten, en dan weer een week.",0.0
"Als het aan president Trump ligt, gaan er binnenkort weer Amerikanen naar de maan.",0.0
Bijvoorbeeld de hypotheekrenteaftrek gaat toch naar beneden.,1.0
Dat doen ze met zo 'n computer.,0.0
"Ja, daar is goud voor Jamaica!",0.0
En ze zijn niet met genoeg mensen om de patienten goed te kunnen helpen.,0.0
"'0-6-4-8-1-9-9-7... ' Oke, hij is verstuurd.",0.0
Dat blijkt na onderzoek van 70 belangrijke bruggen.,0.0
Nooit eerder stond het Nederlands mannenelftal zo laag op de ranglijst van wereldvoetbalbond FIFA.,0.0
Schiet de anderen ook neer!,2.0
Een spektakelstuk op Wimbledon.,0.0
Dinsdag was het Prinsjesdag.,0.0
Ik stop je daar even.,0.0
Dat is wel eng.,1.0
"Pieter Broertjes, Maarten Asscher, Paul Witteman, Nazmiye Oral, staatsomroep NTR, vakbond Kunsten '92, Hollands Diep, componistenbobo Hans Koolmees, Jan Kuitenbrouwer, Beatrijs Ritsema, D66'er Boris van der Ham en vele anderen getuigen van de uitspraak.",0.0
"We gaan het podium op, guys.",0.0
Daarover praat ik verder met onze nieuwe economie-expert Pieter Jouke.,0.0
De club NAC uit Breda zocht er eentje.,0.0
"Gemeenten die zelf wiet willen gaan kweken, willen volgens het AD minder sterke cannabis.",0.0
